epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.22085648543304867,0.8352235926522149,0.7334069859319263,0.11794345781207084,0.9085917782783508,0.8395472824573517
2,0.09627567648887635,0.9356865223248799,0.8815702030393813,0.0792822702229023,0.939660439491272,0.8896804690361023
3,0.07260744157764647,0.9532192942831251,0.9124751234054566,0.09660146251320839,0.9332842850685119,0.8778875756263733
4,0.061742673284477655,0.9585581164889866,0.922189496225781,0.07244313672184945,0.9487347364425659,0.9034728169441223
5,0.054275769773456786,0.9630871775415208,0.9301253843307495,0.05442685663700104,0.9620289921760559,0.9274725604057312
6,0.04974245078033871,0.9662359642982483,0.9355946334203085,0.081759013235569,0.9464876365661621,0.8993686294555664
7,0.04253877547052171,0.9702782413694594,0.9429420148001777,0.05248579375445843,0.9639127373695373,0.9310703468322754
8,0.037125680885381165,0.9735258632236057,0.9488605769475301,0.05094883725047111,0.9653256511688233,0.9337285757064819
9,0.03354207843542099,0.9760325519243876,0.9532670254177518,0.06095361530780792,0.9576593255996704,0.920139286518097
10,0.03027896187371678,0.978320779800415,0.9576068252987332,0.04942429654300213,0.9665020942687989,0.9359076738357544
11,0.02930476018951999,0.9789783946673075,0.9588674502902561,0.05269337959587574,0.9633990073204041,0.9301953482627868
12,0.0326761728607946,0.9763674243291219,0.953955721590254,0.050698055922985076,0.9659148621559143,0.9346745800971985
13,0.039406848028302195,0.9718256613943312,0.9459198975563049,0.07153615117073059,0.9495708632469178,0.9053805780410766
14,0.033539315950539376,0.975885739326477,0.9531822019153171,0.05549497231841087,0.9619182872772217,0.9275203657150268
15,0.028742685756749577,0.9793212299876742,0.9595187685224745,0.044559144154191016,0.9700312614440918,0.9421699380874634
16,0.026296280945340793,0.9810181464089288,0.9627752349111769,0.048749537020921704,0.9682437324523926,0.9390110874176025
17,0.024661888405680656,0.9820613423983257,0.9647908957799276,0.04953982293605805,0.9682943105697632,0.9390839624404907
18,0.023287373152044086,0.983036626180013,0.9666666253407796,0.05175519846379757,0.9660862827301026,0.9351670789718628
19,0.0217552823242214,0.9843038582801819,0.9691139573521085,0.0493948545306921,0.9695427536964416,0.9412384843826294
20,0.021298662833869456,0.984455222553677,0.9694103606541952,0.05026365295052528,0.9686447191238403,0.9397556138038635
21,0.020478010819190078,0.9851217754681905,0.9707020441691081,0.055767160952091215,0.9643540263175965,0.9320687556266785
22,0.021290295761492516,0.9845339110162523,0.9695664964781867,0.05569674454629421,0.9666112518310547,0.9359495115280151
23,0.01984400450355477,0.9856624831093682,0.9717515807681614,0.06641588196158409,0.9596030950546265,0.9239833331108094
24,0.018507488999101852,0.9865625717904832,0.9734968664911058,0.07470939308404922,0.9550801634788513,0.9152776551246643
25,0.017463561673131255,0.9872572655147976,0.9748508726225958,0.057448441237211226,0.9689721989631653,0.9401255369186401
26,0.016510734003451134,0.9880928336249457,0.9764770929018657,0.057921749278903006,0.96790771484375,0.9384123778343201
27,0.013909906016455757,0.9899621187316047,0.9801360355483161,0.056260348558425904,0.9702542328834534,0.9427463388442994
28,0.011640784390684632,0.9917022432221306,0.9835508161120945,0.05927566342055798,0.9699156594276428,0.942049195766449
29,0.010962396090229353,0.9921478533744812,0.984424389468299,0.06302120357751846,0.9691423988342285,0.9406975102424622
30,0.010460332257466183,0.9924817911783854,0.9850828830401103,0.0647103001177311,0.9702779912948608,0.9427307391166687
31,0.0105626983092063,0.9923353062735664,0.9847959891955058,0.06587791174650193,0.9699878382682801,0.942279224395752
32,0.010113072072466214,0.9927423956659105,0.9855932574801974,0.06641638793051242,0.969697790145874,0.9415461993217469
33,0.009967603691750102,0.9927839798397488,0.9856776293118795,0.06489919818937778,0.9705976057052612,0.9432295346260071
34,0.009719732341667016,0.9929136411348979,0.9859336309962803,0.0685767762362957,0.9702201390266418,0.9427181911468506
35,0.009497818574309348,0.9930827384524875,0.9862706518173218,0.06860408082604408,0.9700136470794678,0.9422740507125854
36,0.009742803167965677,0.9929122474458483,0.9859310510423448,0.07028239354491234,0.9699880743026733,0.9422007346153259
37,0.009484570655557844,0.9931994970639547,0.9864957896868388,0.07011346161365509,0.969850058555603,0.9420350027084351
38,0.009246657399667634,0.9931288001272414,0.9863765729798211,0.06943381957709789,0.9703439021110535,0.942847535610199
39,0.009082072106086546,0.9934450573391385,0.986980853345659,0.07664905898272992,0.9684357047080994,0.9392304134368896
40,0.008634524082558022,0.993814021481408,0.9877075086699592,0.07116623416543007,0.9703435397148132,0.9428619694709778
41,0.008476083384205897,0.99384579261144,0.9877708986070421,0.07293748177587986,0.9700795698165894,0.9424030804634094
42,0.008402523474974765,0.99387730995814,0.9878339160813225,0.07603410795331002,0.969266631603241,0.9409451317787171
43,0.008290254690994819,0.9939898096190558,0.9880561290846931,0.07124898239970207,0.9717237043380738,0.9453886365890503
44,0.008455762579623195,0.9938325585259331,0.9877463899718391,0.07183654204010964,0.971928882598877,0.9456972289085388
45,0.008496145585344898,0.993764624065823,0.9876137418217129,0.07414398916065693,0.9701146626472473,0.9425098872184754
46,0.008706319760531187,0.9936231178707546,0.9873393374019199,0.06927465319633484,0.9721595549583435,0.9461638188362121
47,0.007988882300754388,0.9942568135261536,0.988583014011383,0.0714317275583744,0.9713374185562134,0.9446924448013305
48,0.007758839767840173,0.994395346376631,0.9888567100630866,0.07578025609254838,0.9714683246612549,0.944869544506073
49,0.00800382934924629,0.9941265704896715,0.9883336109585232,0.0746305038034916,0.9705354857444763,0.9433896946907043
50,0.007795338870750533,0.9943373661571079,0.9887429806921217,0.07344580128788948,0.971000862121582,0.9439619159698487
51,0.007451608789463838,0.9945854096942478,0.9892324050267537,0.08001850567758083,0.970567479133606,0.9433161020278931
52,0.0077054882153040835,0.9943518241246542,0.9887736545668708,0.07900596618652343,0.969472529888153,0.9413082575798035
53,0.00761211929221948,0.9944834303855896,0.9890299291080898,0.07328135393559933,0.971395754814148,0.9449998307228088
54,0.007475869678374793,0.9945482092433505,0.9891604177157084,0.08102094441652298,0.9696495246887207,0.9415653467178344
55,0.008325668287773928,0.9939623808860779,0.9880024329821269,0.07408862166106701,0.9719531202316284,0.9458519959449768
56,0.007474944258315696,0.9945108151435852,0.9890905510054694,0.07515710592269897,0.9709929323196411,0.9440612721443177
57,0.007405726717164119,0.9945927921930949,0.9892476354704963,0.07261518940329552,0.9726071381568908,0.946941523551941
58,0.007218630425632,0.9946870986620585,0.9894369149208069,0.07667991578578949,0.971418240070343,0.9449154949188232
59,0.007031280445969767,0.9948504453235202,0.9897576228777567,0.08105901055037976,0.9712187695503235,0.9445625424385071
60,0.006725996397435665,0.9951127552986145,0.9902753975656298,0.07779964588582516,0.9719858646392823,0.9457936692237854
61,0.0071222418546676635,0.994794659084744,0.9896474880642361,0.07715848490595817,0.9719867300987244,0.9458973026275634
62,0.007058907627231545,0.9948727178573609,0.9898014058007134,0.08204492174088955,0.9696805191040039,0.9419983983039856
63,0.006990339631835619,0.9948722598287795,0.9898007938596938,0.08221938669681549,0.9701020002365113,0.9426845026016235
64,0.007037522931479746,0.9948557620578342,0.9897672526041666,0.07768001571297646,0.9719988274574279,0.9459186339378357
65,0.0069829489870203865,0.9948905118306478,0.9898374581336975,0.07648369371891021,0.9721279430389405,0.94613614320755
66,0.006725634764879942,0.9950975664456685,0.9902462707625495,0.08001395761966705,0.9710559749603271,0.9443946194648742
67,0.006727749053388834,0.9950624132156372,0.9901766268412272,0.0781119228899479,0.9729398322105408,0.9476192736625672
68,0.006729759395950371,0.9950738922754924,0.9901998080147637,0.07884719543159008,0.9718706250190735,0.9456915831565857
69,0.0067076923574010535,0.9950979566574096,0.9902469330363803,0.0809941479563713,0.9719205451011658,0.945887897014618
70,0.006678418337057034,0.9951034217410617,0.9902578989664713,0.08184012405574322,0.9695527052879334,0.9418211197853088
71,0.006639317230631908,0.9951329665713841,0.9903167147106594,0.0798416057229042,0.9718612504005432,0.9456621217727661
72,0.006485987645056513,0.9952131112416586,0.9904760898484124,0.08400671161711216,0.9718523240089416,0.9456298899650574
73,0.006561655989951558,0.9951931140157911,0.9904347827699449,0.08053490027785301,0.9718832349777222,0.9457331705093384
74,0.006209207769069407,0.9954379317495557,0.9909195982085334,0.08260497301816941,0.9716311597824097,0.9453324460983277
75,0.00644831698284381,0.9952606834305657,0.9905715470843844,0.07787206374108792,0.9717093873023986,0.9453783750534057
76,0.006653823088854551,0.9950926555527582,0.9902378222677443,0.08115367218852043,0.9712953615188599,0.9445665860176087
77,0.00654919767131408,0.995236198372311,0.9905198687977261,0.07937426961958409,0.9726302218437195,0.9470426702499389
78,0.0061610084678977725,0.995448129442003,0.9909428577952915,0.08262020170688629,0.9720914936065674,0.9460212326049805
79,0.005628590650028653,0.9959287394417656,0.9918930363655091,0.08592949703335762,0.9724706792831421,0.9468559217453003
80,0.004622709492428435,0.9967068847020467,0.9934374896685282,0.0894289943575859,0.9726434826850892,0.9471182870864868
81,0.004433734618748228,0.996850913365682,0.9937236354086134,0.09348150193691254,0.9728240656852722,0.94743976354599
82,0.004370993555833896,0.9968303563859727,0.9936828584141202,0.09650288075208664,0.9722313642501831,0.9464397406578064
83,0.004258550848397944,0.9969163714514838,0.9938531006707085,0.0965988340973854,0.9724265193939209,0.9467218708992005
84,0.004270988668625553,0.9968666182623969,0.9937559201982287,0.09853589475154877,0.9729391431808472,0.9476964974403381
85,0.004287751233205199,0.9968765171368917,0.9937741414705912,0.1015576646476984,0.9718603515625,0.9458231139183044
86,0.004381862701848149,0.9967849002944098,0.9935925422774421,0.10060065940022468,0.972593970298767,0.9470654726028442
87,0.004429609385422534,0.99675883213679,0.9935408131281535,0.09710215836763382,0.9723621535301209,0.9467166900634766
88,0.0044667383479989236,0.9967427055040995,0.9935083712471856,0.10010863229632377,0.97153817653656,0.9453619599342347
89,0.004473645982022087,0.9967289556397332,0.9934811449050903,0.09860249847173691,0.9721254134178161,0.9462809872627258
90,0.00411668771567444,0.9970261311531067,0.9940721130371094,0.09963715583086014,0.9730926513671875,0.9479805898666381
91,0.003708031270653009,0.9973463773727417,0.9947080699602763,0.10192755714058876,0.9730871462821961,0.9479703450202942
92,0.0035848666210141445,0.9974435740047031,0.9949011304643419,0.10417171612381936,0.9731210565567017,0.9480142045021057
93,0.0035180951830827527,0.9974432743920221,0.994901708232032,0.1043178342282772,0.9733176040649414,0.9483548831939698
94,0.0034988885590185722,0.9974709282981025,0.9949559874004787,0.10680868968367577,0.9732321214675903,0.948182201385498
95,0.003481506160977814,0.997481079366472,0.9949761655595567,0.11248215436935424,0.9724148678779602,0.9467978644371032
96,0.0035338385899861655,0.9974571779039171,0.99492832687166,0.10881995096802712,0.9730254507064819,0.9478200793266296
97,0.003565305842914515,0.9974004122945997,0.9948158205880059,0.11010007321834564,0.9729293417930603,0.9476645398139953
98,0.0035494021688484484,0.9973646301693386,0.9947454531987509,0.11001895308494568,0.9725335025787354,0.9469711661338807
99,0.0034563214818222657,0.997464079062144,0.9949424203236897,0.1125770416855812,0.9729233193397522,0.9476729798316955
100,0.003580591416814261,0.9974053472942777,0.9948255430327522,0.11135550692677498,0.9730367565155029,0.9478636121749878
